Kind,Name,PercentLackOfCohesion,PercentLackOfCohesionModified
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSetTest.T",0,0
Public Class,"org.apache.commons.collections4.multiset.AbstractMultiSetTest.TestMultiSetUniqueSet",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.HashMultiSet",0,0
TypeVariable,"org.apache.commons.collections4.multiset.HashMultiSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.HashMultiSetTest",0,0
TypeVariable,"org.apache.commons.collections4.multiset.HashMultiSetTest.T",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.PredicatedMultiSet",0,0
TypeVariable,"org.apache.commons.collections4.multiset.PredicatedMultiSet.E",0,0
TypeVariable,"org.apache.commons.collections4.multiset.PredicatedMultiSet.predicatedMultiSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.PredicatedMultiSetTest",90,90
TypeVariable,"org.apache.commons.collections4.multiset.PredicatedMultiSetTest.T",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.SynchronizedMultiSet",0,0
TypeVariable,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.E",0,0
Static Generic Class,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.SynchronizedSet",0,0
TypeVariable,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.SynchronizedSet.T",0,0
TypeVariable,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.synchronizedMultiSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.SynchronizedMultiSetTest",0,0
TypeVariable,"org.apache.commons.collections4.multiset.SynchronizedMultiSetTest.T",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.UnmodifiableMultiSet",0,0
TypeVariable,"org.apache.commons.collections4.multiset.UnmodifiableMultiSet.E",0,0
TypeVariable,"org.apache.commons.collections4.multiset.UnmodifiableMultiSet.unmodifiableMultiSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.UnmodifiableMultiSetTest",0,0
TypeVariable,"org.apache.commons.collections4.multiset.UnmodifiableMultiSetTest.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.properties.AbstractPropertiesFactory",0,0
TypeVariable,"org.apache.commons.collections4.properties.AbstractPropertiesFactory.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.properties.AbstractPropertiesFactoryTest",47,42
TypeVariable,"org.apache.commons.collections4.properties.AbstractPropertiesFactoryTest.T",0,0
Public Class,"org.apache.commons.collections4.properties.EmptyPropertiesTest",0,0
Public Class,"org.apache.commons.collections4.properties.PropertiesFactory",0,0
Private Static Class,"org.apache.commons.collections4.properties.PropertiesFactory.EmptyProperties",0,0
Public Class,"org.apache.commons.collections4.properties.PropertiesFactoryTest",0,0
Public Class,"org.apache.commons.collections4.properties.SortedProperties",0,0
Public Class,"org.apache.commons.collections4.properties.SortedPropertiesFactory",0,0
Public Class,"org.apache.commons.collections4.properties.SortedPropertiesFactoryTest",0,0
Public Class,"org.apache.commons.collections4.properties.SortedPropertiesTest",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.queue.AbstractQueueDecorator",0,0
TypeVariable,"org.apache.commons.collections4.queue.AbstractQueueDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.queue.AbstractQueueTest",0,0
TypeVariable,"org.apache.commons.collections4.queue.AbstractQueueTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.CircularFifoQueue",68,36
TypeVariable,"org.apache.commons.collections4.queue.CircularFifoQueue.E",0,0
Anonymous Class,"org.apache.commons.collections4.queue.CircularFifoQueue.iterator.(Anon_1)",22,22
Public Generic Class,"org.apache.commons.collections4.queue.CircularFifoQueueTest",0,0
TypeVariable,"org.apache.commons.collections4.queue.CircularFifoQueueTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.PredicatedQueue",0,0
TypeVariable,"org.apache.commons.collections4.queue.PredicatedQueue.E",0,0
TypeVariable,"org.apache.commons.collections4.queue.PredicatedQueue.predicatedQueue.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.PredicatedQueueTest",85,75
TypeVariable,"org.apache.commons.collections4.queue.PredicatedQueueTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.SynchronizedQueue",0,0
TypeVariable,"org.apache.commons.collections4.queue.SynchronizedQueue.E",0,0
TypeVariable,"org.apache.commons.collections4.queue.SynchronizedQueue.synchronizedQueue.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.SynchronizedQueueTest",0,0
TypeVariable,"org.apache.commons.collections4.queue.SynchronizedQueueTest.T",0,0
Public Generic Class,"org.apache.commons.collections4.queue.TransformedQueue",0,0
TypeVariable,"org.apache.commons.collections4.queue.TransformedQueue.E",0,0
TypeVariable,"org.apache.commons.collections4.queue.TransformedQueue.transformedQueue.E",0,0
TypeVariable,"org.apache.commons.collections4.queue.TransformedQueue.transformingQueue.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.TransformedQueueTest",0,0
TypeVariable,"org.apache.commons.collections4.queue.TransformedQueueTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.UnmodifiableQueue",0,0
TypeVariable,"org.apache.commons.collections4.queue.UnmodifiableQueue.E",0,0
TypeVariable,"org.apache.commons.collections4.queue.UnmodifiableQueue.unmodifiableQueue.E",0,0
Public Generic Class,"org.apache.commons.collections4.queue.UnmodifiableQueueTest",0,0
TypeVariable,"org.apache.commons.collections4.queue.UnmodifiableQueueTest.E",0,0
Public Generic Interface,"org.apache.commons.collections4.sequence.CommandVisitor",0,0
TypeVariable,"org.apache.commons.collections4.sequence.CommandVisitor.T",0,0
Public Generic Class,"org.apache.commons.collections4.sequence.DeleteCommand",0,0
TypeVariable,"org.apache.commons.collections4.sequence.DeleteCommand.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.sequence.EditCommand",0,0
TypeVariable,"org.apache.commons.collections4.sequence.EditCommand.T",0,0
Public Generic Class,"org.apache.commons.collections4.sequence.EditScript",42,42
TypeVariable,"org.apache.commons.collections4.sequence.EditScript.T",0,0
Public Generic Class,"org.apache.commons.collections4.sequence.InsertCommand",0,0
TypeVariable,"org.apache.commons.collections4.sequence.InsertCommand.T",0,0
Public Generic Class,"org.apache.commons.collections4.sequence.KeepCommand",0,0
TypeVariable,"org.apache.commons.collections4.sequence.KeepCommand.T",0,0
Public Generic Class,"org.apache.commons.collections4.sequence.ReplacementsFinder",37,37
TypeVariable,"org.apache.commons.collections4.sequence.ReplacementsFinder.T",0,0
Public Generic Interface,"org.apache.commons.collections4.sequence.ReplacementsHandler",0,0
TypeVariable,"org.apache.commons.collections4.sequence.ReplacementsHandler.T",0,0
Public Generic Class,"org.apache.commons.collections4.sequence.SequencesComparator",40,6
Private Static Class,"org.apache.commons.collections4.sequence.SequencesComparator.Snake",50,50
TypeVariable,"org.apache.commons.collections4.sequence.SequencesComparator.T",0,0
Public Class,"org.apache.commons.collections4.sequence.SequencesComparatorTest",47,47
Private Static Generic Class,"org.apache.commons.collections4.sequence.SequencesComparatorTest.ExecutionVisitor",19,19
TypeVariable,"org.apache.commons.collections4.sequence.SequencesComparatorTest.ExecutionVisitor.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractNavigableSetDecorator",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractNavigableSetDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractNavigableSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractNavigableSetTest.E",0,0
Public Class,"org.apache.commons.collections4.set.AbstractNavigableSetTest.TestNavigableSetSubSet",83,75
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractSerializableSetDecorator",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractSerializableSetDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractSetDecorator",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractSetDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractSetTest.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractSortedSetDecorator",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractSortedSetDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.set.AbstractSortedSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.AbstractSortedSetTest.E",0,0
Public Class,"org.apache.commons.collections4.set.AbstractSortedSetTest.TestSortedSetSubSet",80,72
Public Generic Class,"org.apache.commons.collections4.set.CompositeSet",64,42
TypeVariable,"org.apache.commons.collections4.set.CompositeSet.E",0,0
Public Generic Interface,"org.apache.commons.collections4.set.CompositeSet.SetMutator",0,0
TypeVariable,"org.apache.commons.collections4.set.CompositeSet.SetMutator.E",0,0
TypeVariable,"org.apache.commons.collections4.set.CompositeSet.toArray.T",0,0
Public Generic Class,"org.apache.commons.collections4.set.CompositeSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.CompositeSetTest.E",0,0
Anonymous Class,"org.apache.commons.collections4.set.CompositeSetTest.testFailedCollisionResolution.(Anon_1)",0,0
Generic Class,"org.apache.commons.collections4.set.EmptySetMutator",25,25
TypeVariable,"org.apache.commons.collections4.set.EmptySetMutator.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.ListOrderedSet",21,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet.E",0,0
Static Generic Class,"org.apache.commons.collections4.set.ListOrderedSet.OrderedSetIterator",50,50
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet.OrderedSetIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet.listOrderedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet.listOrderedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet.listOrderedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet.toArray.T",0,0
Public Generic Class,"org.apache.commons.collections4.set.ListOrderedSet2Test",0,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSet2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.ListOrderedSetTest",0,0
Static Class,"org.apache.commons.collections4.set.ListOrderedSetTest.A",0,0
Static Class,"org.apache.commons.collections4.set.ListOrderedSetTest.B",0,0
TypeVariable,"org.apache.commons.collections4.set.ListOrderedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.MapBackedSet",47,36
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.V",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.mapBackedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.mapBackedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.mapBackedSet.V",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.mapBackedSet.V",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet.toArray.T",0,0
Public Generic Class,"org.apache.commons.collections4.set.MapBackedSet2Test",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSet2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.MapBackedSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.MapBackedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.PredicatedNavigableSet",0,0
TypeVariable,"org.apache.commons.collections4.set.PredicatedNavigableSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.PredicatedNavigableSet.predicatedNavigableSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.PredicatedNavigableSetTest",85,65
TypeVariable,"org.apache.commons.collections4.set.PredicatedNavigableSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.PredicatedSet",0,0
TypeVariable,"org.apache.commons.collections4.set.PredicatedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.PredicatedSet.predicatedSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.PredicatedSetTest",88,72
TypeVariable,"org.apache.commons.collections4.set.PredicatedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.PredicatedSortedSet",0,0
TypeVariable,"org.apache.commons.collections4.set.PredicatedSortedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.PredicatedSortedSet.predicatedSortedSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.PredicatedSortedSetTest",85,65
TypeVariable,"org.apache.commons.collections4.set.PredicatedSortedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.TransformedNavigableSet",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedNavigableSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedNavigableSet.transformedNavigableSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedNavigableSet.transformingNavigableSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.TransformedNavigableSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedNavigableSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.TransformedSet",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSet.transformedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSet.transformingSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.TransformedSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.TransformedSortedSet",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSortedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSortedSet.transformedSortedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSortedSet.transformingSortedSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.TransformedSortedSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.TransformedSortedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.UnmodifiableNavigableSet",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableNavigableSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableNavigableSet.unmodifiableNavigableSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.UnmodifiableNavigableSetTest",83,75
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableNavigableSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.UnmodifiableSet",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableSet.unmodifiableSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.UnmodifiableSetTest",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.UnmodifiableSortedSet",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableSortedSet.E",0,0
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableSortedSet.unmodifiableSortedSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.set.UnmodifiableSortedSetTest",83,75
TypeVariable,"org.apache.commons.collections4.set.UnmodifiableSortedSetTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator",87,6
TypeVariable,"org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator.V",0,0
Public Generic Class,"org.apache.commons.collections4.splitmap.TransformedSplitMap",77,40
TypeVariable,"org.apache.commons.collections4.splitmap.TransformedSplitMap.J",0,0
TypeVariable,"org.apache.commons.collections4.splitmap.TransformedSplitMap.K",0,0
TypeVariable,"org.apache.commons.collections4.splitmap.TransformedSplitMap.U",0,0
TypeVariable,"org.apache.commons.collections4.splitmap.TransformedSplitMap.V",0,0
TypeVariable,"org.apache.commons.collections4.splitmap.TransformedSplitMap.transformingMap.J",0,0
